virus_unid	human_unid	group	label	human_cluster
YP_004346953.1	Q9BZW7	gp_1	0.0	Q9BZW7
YP_009508839.1	Q96LD8	gp_1	0.0	Q96LD8
YP_182366.1	Q99811	gp_1	0.0	P54821
YP_209234.1	Q9HCU8	gp_1	0.0	Q9HCU8
NP_570303.1	Q96AX1	gp_1	0.0	Q96AX1
YP_009344932.1	P20774	gp_1	0.0	P20774
YP_214145.1	A1A4G5	gp_1	0.0	A1A4G5
V5KTU9	P46934	gp_2	1.0	P46934
Q8JL80	O60486	gp_2	1.0	O60486
P06486	Q16666	gp_2	1.0	Q16666
P03114	Q15645	gp_2	1.0	Q15645
P03232	Q9UBX5	gp_2	1.0	O95967
P04017	Q9UMX0	gp_2	1.0	Q9UMX0
P08362	P15529	gp_2	1.0	P15529
P88961	Q12933	gp_2	1.0	Q12933
O41957	Q9ULJ7	gp_2	1.0	Q9ULJ7
P30928	P63244	gp_2	1.0	P63244
Q76RF1	Q96J02	gp_2	1.0	Q9H0M0
P16727	O00505	gp_2	1.0	A9QM74
F5HCV3	P09874	gp_2	1.0	P09874
P0DOE7	P48736	gp_2	1.0	P48736
P88995	P18850	gp_2	1.0	P18850
Q04360	P38432	gp_2	1.0	P38432
P11298	O60885	gp_2	1.0	O60885
P03247	Q16611	gp_2	1.0	Q16611
Q1HVG0	P46778	gp_2	1.0	P46778
Q98822	Q8TDQ0	gp_2	1.0	Q8TDQ0
B4URF6	Q9H3K6	gp_2	1.0	Q9H3K6
P0C717	O96006	gp_2	1.0	O96006
O41949	Q9NZV1	gp_2	1.0	Q9NZV1
F5HDD0	P46108	gp_2	1.0	P46109
Q71BY8	Q13363	gp_2	1.0	Q13363
C6L852	P24864	gp_2	1.0	P24864
W5QKN2	P52630	gp_2	1.0	Q14765
D3YPC5	Q9NZM5	gp_2	1.0	Q9NZM5
P36710	Q13323	gp_2	1.0	Q13323
Q77Q82	P10914	gp_2	1.0	P10914
P06430	P32519	gp_2	1.0	P32519
P03259	P62195	gp_2	1.0	P62195
P88997	Q9GZU2	gp_2	1.0	Q9GZU2
Q1HVE9	Q8N5R6	gp_2	1.0	Q8N5R6
P15682	O43795	gp_2	1.0	B0I1T2
Q69132	P28799	gp_2	1.0	P28799
P06429	O43741	gp_2	1.0	O43741
P19847	Q96C10	gp_2	1.0	Q96C10
Q9WIY7	P11021	gp_2	1.0	P0DMV8
P04014	P07305	gp_2	1.0	P07305
P03431	O14641	gp_2	1.0	O14641
Q1HVB5	P23634	gp_2	1.0	Q16720
P36817	Q8NCG7	gp_2	1.0	Q8NCG7
P04290	Q16666	gp_2	1.0	Q16666
Q1HVJ2	P43403	gp_2	1.0	P43403
P69258	Q12800	gp_2	1.0	Q12800
Q5L4H4	O43707	gp_2	1.0	P35609
O41962	P21333	gp_2	1.0	O75369
P10219	P63172	gp_2	1.0	P63172
A3EXD1	Q9UJY5	gp_2	1.0	Q9UJY5
B1A9Q8	P02671	gp_2	1.0	P02671
Q786F2	Q96NY8	gp_2	1.0	Q96NY8
Q0A2H1	Q5W0U4	gp_2	1.0	Q5W0U4
P10209	Q96FN5	gp_2	1.0	Q96FN5
Q9QLP4	P24385	gp_2	1.0	P30279
P06460	Q9H3P7	gp_2	1.0	Q9H3P7
O40931	P46108	gp_2	1.0	P46109
P36780	P11021	gp_2	1.0	P0DMV8
Q05322	O60684	gp_2	1.0	A9QM74
Q1HVD6	Q49A88	gp_2	1.0	Q49A88
P68446	Q8IUR0	gp_2	1.0	Q8IUR0
P03193	P19838	gp_2	1.0	Q00653
P04294	Q9Y4E8	gp_2	1.0	Q9Y4E8
Q89269	P53999	gp_2	1.0	P53999
P0C736	Q8N2S1	gp_2	1.0	Q8N2S1
P03182	Q9UI14	gp_2	1.0	Q9UI14
K9N5R3	P83110	gp_2	1.0	P83110
Q76RF5	Q5JV73	gp_2	1.0	Q5JV73
P06933	Q05086	gp_2	1.0	Q05086
P04492	Q07812	gp_2	1.0	Q07812
P06422	Q07021	gp_2	1.0	Q07021
P10229	Q96F46	gp_2	1.0	Q96F46
P88952	P23921	gp_2	1.0	P23921
Q06093	Q12959	gp_2	1.0	P78352
Q997F2	Q9BYX4	gp_2	1.0	Q9BYX4
Q9QAI7	P02671	gp_2	1.0	P02671
P13285	Q96J02	gp_2	1.0	Q9H0M0
P17881	O75925	gp_2	1.0	O75925
Q8AZJ3	O95273	gp_2	1.0	O95273
P04485	Q16666	gp_2	1.0	Q16666
O92608	Q00987	gp_2	1.0	Q00987
A6YJF2	Q9P2Y5	gp_2	1.0	Q9P2Y5
Q9DHV5	P22362	gp_2	1.0	P22362
R9UQN1	P49796	gp_2	1.0	P49796
Q6VGV9	O15151	gp_2	1.0	O15151
Q80908	Q8NCP5	gp_2	1.0	Q8NCP5
P03519	Q9BUJ2	gp_2	1.0	Q1KMD3
P27313	Q9UER7	gp_2	1.0	Q9UER7
B8ZX42	O95817	gp_2	1.0	O95817
P06464	O75800	gp_2	1.0	O75800
Q69567	P63279	gp_2	1.0	P63146
P06921	Q15545	gp_2	1.0	Q15545
Q81013	Q96PU5	gp_2	1.0	Q96PU5
B4UPB1	Q96FJ2	gp_2	1.0	Q96FJ2
Q6H1D8	Q13363	gp_2	1.0	Q13363
F5HF68	Q14653	gp_2	1.0	Q14653
Q4VCP9	O00505	gp_2	1.0	A9QM74
P17382	P42574	gp_2	1.0	P42574
P88944	P17612	gp_2	1.0	P17612
O41956	Q15629	gp_2	1.0	Q15035
Q66674	Q14790	gp_2	1.0	Q14790
Q3KSR7	Q9NSC5	gp_2	1.0	Q86YM7
Q1HVH2	O14641	gp_2	1.0	O14641
E7BBT6	Q8WZ19	gp_2	1.0	Q13829
P0C729	Q08380	gp_2	1.0	Q08380
P88951	Q9UH99	gp_2	1.0	Q9UH99
J9Z5B4	O00268	gp_2	1.0	O00268
P03255	P62195	gp_2	1.0	P62195
P06725	P41218	gp_2	1.0	P41218
P03209	P14859	gp_2	1.0	P14859
Q20MH0	P46821	gp_2	1.0	P46821
Q20MH4	Q49A26	gp_2	1.0	Q49A26
A0A5J6DVN3	Q16666	gp_2	1.0	Q16666
O41931	Q9H3P7	gp_2	1.0	Q9H3P7
Q808S4	O95551	gp_2	1.0	O95551
Q2RBU1	Q8WYN0	gp_2	1.0	Q9Y4P1
F5HIL1	P52435	gp_2	1.0	P52435
P06932	P52739	gp_2	1.0	P52739
P05133	Q9H2X6	gp_2	1.0	Q9H2X6
P16717	Q12959	gp_2	1.0	P78352
F5HH39	P30260	gp_2	1.0	P30260
P06789	P09914	gp_2	1.0	P09913
Q1K9H2	Q96DU9	gp_2	1.0	P0CB38
P03134	Q16637	gp_2	1.0	Q16637
P24933	P10144	gp_2	1.0	P23946
P26672	Q8IUC6	gp_2	1.0	Q8IUC6
P17367	P50552	gp_2	1.0	P50552
P03116	P27694	gp_2	1.0	P27694
Q6DP94	O14530	gp_2	1.0	O14530
D7GMA9	Q9UMX0	gp_2	1.0	Q9UMX0
Q69115	P63244	gp_2	1.0	P63244
A4ZNP8	O43719	gp_2	1.0	O43719
Q1HVG1	P19793	gp_2	1.0	P19793
P04020	P14618	gp_2	1.0	P14618
Q6JGG5	P20226	gp_2	1.0	P20226
B1N884	O15379	gp_2	1.0	O15379
Q98140	Q9H6T3	gp_2	1.0	Q9H6T3
P0C0U1	P12236	gp_2	1.0	P12236
Q1K9H5	Q9H0E9	gp_2	1.0	Q9H0E9
P03254	P62826	gp_2	1.0	P62826
F5HAW0	Q7L2H7	gp_2	1.0	Q7L2H7
Q8JSN8	P60709	gp_2	1.0	P62736
P36720	P15927	gp_2	1.0	Q13156
P11207	Q16531	gp_2	1.0	Q16531
Q778F3	Q12959	gp_2	1.0	P78352
Q9WSZ6	Q9ULW3	gp_2	1.0	Q9ULW3
P03129	Q13573	gp_2	1.0	Q13573
Q84292	P13928	gp_2	1.0	P09525
Q25BW6	Q9UPY8	gp_2	1.0	Q15691
P03256	P06400	gp_2	1.0	P06400
A0A5J6DW48	Q16666	gp_2	1.0	Q16666
P0C6Z1	Q96J84	gp_2	1.0	Q96J84
P17387	Q13618	gp_2	1.0	Q13618
Q6QCN2	P29590	gp_2	1.0	P29590
P06827	P40692	gp_2	1.0	P40692
P07385	Q14790	gp_2	1.0	Q14790
P24772	O15111	gp_2	1.0	O15111
P03508	Q13155	gp_2	1.0	Q13155
P04288	Q16666	gp_2	1.0	Q16666
P24766	O00585	gp_2	1.0	O00585
Q98VM1	P09874	gp_2	1.0	P09874
Q6SWA4	Q92993	gp_2	1.0	Q92993
P06788	P21980	gp_2	1.0	P21980
P03118	P25787	gp_2	1.0	P25787
Q2PJP1	Q13105	gp_2	1.0	Q13105
F5HEZ4	Q12933	gp_2	1.0	Q12933
P03081	P30154	gp_2	1.0	P30153
P36827	P00414	gp_2	1.0	P00414
P03466	O00505	gp_2	1.0	A9QM74
V5KTU9	Q96J02	gp_2	1.0	Q9H0M0
Q8JL80	O60486	gp_2	1.0	O60486
P06486	Q9GZV8	gp_2	1.0	Q9GZV8
P03114	Q15645	gp_2	1.0	Q15645
P03232	Q9UBX5	gp_2	1.0	O95967
P04017	Q9UMX0	gp_2	1.0	Q9UMX0
P08362	P15529	gp_2	1.0	P15529
P88961	Q13546	gp_2	1.0	Q13546
O41957	Q7Z406	gp_2	1.0	Q7Z406
P30928	P63244	gp_2	1.0	P63244
Q76RF1	Q96J02	gp_2	1.0	Q9H0M0
P16727	Q07021	gp_2	1.0	Q07021
F5HCV3	P55854	gp_2	1.0	P61956
P0DOE7	P21796	gp_2	1.0	P45880
P88995	Q07817	gp_2	1.0	Q92843
Q04360	Q12800	gp_2	1.0	Q12800
P11298	O60885	gp_2	1.0	O60885
P03247	Q16611	gp_2	1.0	Q16611
Q1HVG0	O00268	gp_2	1.0	O00268
Q98822	Q8TDQ0	gp_2	1.0	Q8TDQ0
B4URF6	Q9H3K6	gp_2	1.0	Q9H3K6
P0C717	O96006	gp_2	1.0	O96006
O41949	Q7Z3S9	gp_2	1.0	Q7Z3S9
F5HDD0	P46108	gp_2	1.0	P46109
Q71BY8	Q13363	gp_2	1.0	Q13363
C6L852	P24941	gp_2	1.0	P24941
W5QKN2	Q16531	gp_2	1.0	Q16531
D3YPC5	Q9NZM5	gp_2	1.0	Q9NZM5
P36710	Q13323	gp_2	1.0	Q13323
Q77Q82	Q9UJU2	gp_2	1.0	Q9UJU2
P06430	Q9HB07	gp_2	1.0	Q9HB07
P03259	Q99966	gp_2	1.0	Q99966
P88997	Q9GZU2	gp_2	1.0	Q9GZU2
Q1HVE9	Q8N5R6	gp_2	1.0	Q8N5R6
P15682	P08758	gp_2	1.0	P09525
Q69132	P28799	gp_2	1.0	P28799
P06429	Q06787	gp_2	1.0	P51114
P19847	Q96C10	gp_2	1.0	Q96C10
Q9WIY7	P11021	gp_2	1.0	P0DMV8
P03431	Q12873	gp_2	1.0	Q8TDI0
Q1HVB5	Q969G5	gp_2	1.0	Q969G5
P04014	P07305	gp_2	1.0	P07305
P36817	Q96DP5	gp_2	1.0	Q96DP5
P04290	Q16666	gp_2	1.0	Q16666
Q1HVJ2	P43405	gp_2	1.0	P43403
P69258	Q12800	gp_2	1.0	Q12800
Q5L4H4	O43707	gp_2	1.0	P35609
P10219	Q9UPY8	gp_2	1.0	Q15691
O41962	P21333	gp_2	1.0	O75369
A3EXD1	Q9UJY5	gp_2	1.0	Q9UJY5
B1A9Q8	P56962	gp_2	1.0	P56962
P10209	P62826	gp_2	1.0	P62826
Q0A2H1	Q9P2Y5	gp_2	1.0	Q9P2Y5
Q786F2	Q96NY8	gp_2	1.0	Q96NY8
Q9QLP4	P00846	gp_2	1.0	P00846
P06460	Q9H3P7	gp_2	1.0	Q9H3P7
O40931	P46108	gp_2	1.0	P46109
P36780	Q9NRL2	gp_2	1.0	Q9NRL2
Q05322	Q9HCN8	gp_2	1.0	Q99470
Q1HVD6	P53634	gp_2	1.0	P53634
P68446	Q8IUR0	gp_2	1.0	Q8IUR0
P03193	P19838	gp_2	1.0	Q00653
P04294	Q9Y4E8	gp_2	1.0	Q9Y4E8
Q89269	P53999	gp_2	1.0	P53999
P0C736	Q8N2S1	gp_2	1.0	Q8N2S1
P03182	Q9UI14	gp_2	1.0	Q9UI14
K9N5R3	O95049	gp_2	1.0	O95049
Q76RF5	Q5JV73	gp_2	1.0	Q5JV73
P06933	Q05086	gp_2	1.0	Q05086
P04492	Q07812	gp_2	1.0	Q07812
P06422	Q01130	gp_2	1.0	Q01130
P10229	Q96F46	gp_2	1.0	Q96F46
P88952	P23921	gp_2	1.0	P23921
Q06093	Q12959	gp_2	1.0	P78352
Q9QAI7	P56962	gp_2	1.0	P56962
Q997F2	Q96C10	gp_2	1.0	Q96C10
P13285	Q96J02	gp_2	1.0	Q9H0M0
Q8AZJ3	P28799	gp_2	1.0	P28799
P17881	O95551	gp_2	1.0	O95551
P04485	Q9NZM5	gp_2	1.0	Q9NZM5
O92608	Q12899	gp_2	1.0	Q12899
A6YJF2	Q9P2Y5	gp_2	1.0	Q9P2Y5
Q9DHV5	P22362	gp_2	1.0	P22362
R9UQN1	P49796	gp_2	1.0	P49796
Q6VGV9	Q92830	gp_2	1.0	Q92831
Q80908	Q9Y2Y4	gp_2	1.0	Q9Y2Y4
P03519	Q9BUJ2	gp_2	1.0	Q1KMD3
B8ZX42	Q6NZI2	gp_2	1.0	Q6NZI2
P27313	Q9UER7	gp_2	1.0	Q9UER7
P06464	O75800	gp_2	1.0	O75800
Q69567	Q9P0U3	gp_2	1.0	Q9P0U3
P06921	Q15545	gp_2	1.0	Q15545
Q81013	Q96PU5	gp_2	1.0	Q96PU5
B4UPB1	Q96FJ2	gp_2	1.0	Q96FJ2
Q6H1D8	Q13363	gp_2	1.0	Q13363
F5HF68	Q14653	gp_2	1.0	Q14653
Q4VCP9	O00505	gp_2	1.0	A9QM74
P17382	Q9UBV2	gp_2	1.0	Q9UBV2
P88944	O96008	gp_2	1.0	O96008
O41956	Q15629	gp_2	1.0	Q15035
Q66674	Q14790	gp_2	1.0	Q14790
Q1HVH2	Q8N7W2	gp_2	1.0	Q8N7W2
Q3KSR7	Q02818	gp_2	1.0	P80303
E7BBT6	Q8TEY7	gp_2	1.0	Q9Y2K6
P0C729	Q08380	gp_2	1.0	Q08380
P88951	Q9UH99	gp_2	1.0	Q9UH99
J9Z5B4	Q08999	gp_2	1.0	P28749
P03255	Q92831	gp_2	1.0	Q92831
P06725	P41218	gp_2	1.0	P41218
P03209	P61956	gp_2	1.0	P61956
Q20MH0	P62244	gp_2	1.0	P62244
Q20MH4	P30049	gp_2	1.0	P30049
A0A5J6DVN3	Q16666	gp_2	1.0	Q16666
O41931	Q9H3P7	gp_2	1.0	Q9H3P7
Q808S4	O75928	gp_2	1.0	O75925
F5HIL1	P52435	gp_2	1.0	P52435
Q2RBU1	Q8WYN0	gp_2	1.0	Q9Y4P1
P06932	Q5TAP6	gp_2	1.0	Q5TAP6
P05133	O75928	gp_2	1.0	O75925
P16717	Q12959	gp_2	1.0	P78352
F5HH39	P30260	gp_2	1.0	P30260
P06789	P09914	gp_2	1.0	P09913
Q1K9H2	Q96DT6	gp_2	1.0	Q96DT6
P24933	P10144	gp_2	1.0	P23946
P03134	Q16637	gp_2	1.0	Q16637
P26672	Q9Y3B3	gp_2	1.0	Q9Y3Q3
P17367	Q8WUM4	gp_2	1.0	Q8WUM4
P03116	P61956	gp_2	1.0	P61956
Q6DP94	O14530	gp_2	1.0	O14530
D7GMA9	Q9UMX0	gp_2	1.0	Q9UMX0
Q69115	P63244	gp_2	1.0	P63244
A4ZNP8	O43719	gp_2	1.0	O43719
Q1HVG1	P19793	gp_2	1.0	P19793
P04020	Q04864	gp_2	1.0	Q04864
Q6JGG5	P20226	gp_2	1.0	P20226
B1N884	O15379	gp_2	1.0	O15379
Q98140	P30876	gp_2	1.0	P30876
P0C0U1	P21796	gp_2	1.0	P45880
Q1K9H5	Q14165	gp_2	1.0	Q14165
P03254	P20226	gp_2	1.0	P20226
F5HAW0	Q7L2H7	gp_2	1.0	Q7L2H7
Q8JSN8	Q86SZ2	gp_2	1.0	Q86SZ2
P36720	P15927	gp_2	1.0	Q13156
Q9WSZ6	Q9ULW3	gp_2	1.0	Q9ULW3
Q778F3	Q12959	gp_2	1.0	P78352
P11207	P52630	gp_2	1.0	Q14765
P03129	Q76N89	gp_2	1.0	Q9P2P5
Q84292	P13928	gp_2	1.0	P09525
Q25BW6	Q9UPY8	gp_2	1.0	Q15691
P03256	P10827	gp_2	1.0	P10827
A0A5J6DW48	Q16666	gp_2	1.0	Q16666
P0C6Z1	P33527	gp_2	1.0	O15438
P17387	Q9UL40	gp_2	1.0	Q9UL40
Q6QCN2	P29590	gp_2	1.0	P29590
P06827	P24278	gp_2	1.0	P24278
P07385	P55212	gp_2	1.0	P42574
P24772	O75113	gp_2	1.0	O75113
P03508	P55084	gp_2	1.0	P55084
P04288	P41240	gp_2	1.0	P41240
P24766	P02776	gp_2	1.0	P19876
Q98VM1	P08047	gp_2	1.0	Q02447
Q6SWA4	Q92993	gp_2	1.0	Q92993
P06788	O14957	gp_2	1.0	O14957
P03118	Q9BRH9	gp_2	1.0	Q96SE7
F5HEZ4	Q13158	gp_2	1.0	Q13158
Q2PJP1	O14530	gp_2	1.0	O14530
P03081	P49023	gp_2	1.0	P49023
P36827	P10909	gp_2	1.0	P10909
P03466	Q96CW1	gp_2	1.0	Q96CW1
V5KTU9	Q96J02	gp_2	1.0	Q9H0M0
Q8JL80	O60486	gp_2	1.0	O60486
P06486	Q9GZV8	gp_2	1.0	Q9GZV8
P03114	Q15645	gp_2	1.0	Q15645
P03232	Q9UBX5	gp_2	1.0	O95967
P04017	Q9UMX0	gp_2	1.0	Q9UMX0
P08362	P15529	gp_2	1.0	P15529
P88961	Q13546	gp_2	1.0	Q13546
O41957	Q7Z406	gp_2	1.0	Q7Z406
P30928	P63244	gp_2	1.0	P63244
Q76RF1	Q96J02	gp_2	1.0	Q9H0M0
P16727	Q07021	gp_2	1.0	Q07021
F5HCV3	P55854	gp_2	1.0	P61956
P0DOE7	P21796	gp_2	1.0	P45880
P88995	Q07817	gp_2	1.0	Q92843
Q04360	Q12800	gp_2	1.0	Q12800
P11298	O60885	gp_2	1.0	O60885
P03247	Q16611	gp_2	1.0	Q16611
Q1HVG0	O00268	gp_2	1.0	O00268
Q98822	Q8TDQ0	gp_2	1.0	Q8TDQ0
B4URF6	Q9H3K6	gp_2	1.0	Q9H3K6
P0C717	O96006	gp_2	1.0	O96006
O41949	Q7Z3S9	gp_2	1.0	Q7Z3S9
F5HDD0	P46108	gp_2	1.0	P46109
Q71BY8	Q13363	gp_2	1.0	Q13363
C6L852	P24941	gp_2	1.0	P24941
W5QKN2	Q16531	gp_2	1.0	Q16531
D3YPC5	Q9NZM5	gp_2	1.0	Q9NZM5
P36710	Q13323	gp_2	1.0	Q13323
Q77Q82	Q9UJU2	gp_2	1.0	Q9UJU2
P06430	Q9HB07	gp_2	1.0	Q9HB07
P03259	Q99966	gp_2	1.0	Q99966
P88997	Q9GZU2	gp_2	1.0	Q9GZU2
Q1HVE9	Q8N5R6	gp_2	1.0	Q8N5R6
P15682	P08758	gp_2	1.0	P09525
Q69132	P28799	gp_2	1.0	P28799
P06429	Q06787	gp_2	1.0	P51114
P19847	Q96C10	gp_2	1.0	Q96C10
Q9WIY7	P11021	gp_2	1.0	P0DMV8
P03431	Q12873	gp_2	1.0	Q8TDI0
Q1HVB5	Q969G5	gp_2	1.0	Q969G5
P04014	P07305	gp_2	1.0	P07305
P36817	Q96DP5	gp_2	1.0	Q96DP5
P04290	Q16666	gp_2	1.0	Q16666
Q1HVJ2	P43405	gp_2	1.0	P43403
P69258	Q12800	gp_2	1.0	Q12800
Q5L4H4	O43707	gp_2	1.0	P35609
P10219	Q9UPY8	gp_2	1.0	Q15691
O41962	P21333	gp_2	1.0	O75369
A3EXD1	Q9UJY5	gp_2	1.0	Q9UJY5
B1A9Q8	P56962	gp_2	1.0	P56962
P10209	P62826	gp_2	1.0	P62826
Q0A2H1	Q9P2Y5	gp_2	1.0	Q9P2Y5
Q786F2	Q96NY8	gp_2	1.0	Q96NY8
Q9QLP4	P00846	gp_2	1.0	P00846
P06460	Q9H3P7	gp_2	1.0	Q9H3P7
O40931	P46108	gp_2	1.0	P46109
P36780	Q9NRL2	gp_2	1.0	Q9NRL2
Q05322	Q9HCN8	gp_2	1.0	Q99470
Q1HVD6	P53634	gp_2	1.0	P53634
P68446	Q8IUR0	gp_2	1.0	Q8IUR0
P03193	P19838	gp_2	1.0	Q00653
P04294	Q9Y4E8	gp_2	1.0	Q9Y4E8
Q89269	P53999	gp_2	1.0	P53999
P0C736	Q8N2S1	gp_2	1.0	Q8N2S1
P03182	Q9UI14	gp_2	1.0	Q9UI14
K9N5R3	O95049	gp_2	1.0	O95049
Q76RF5	Q5JV73	gp_2	1.0	Q5JV73
P06933	Q05086	gp_2	1.0	Q05086
P04492	Q07812	gp_2	1.0	Q07812
P06422	Q01130	gp_2	1.0	Q01130
P10229	Q96F46	gp_2	1.0	Q96F46
P88952	P23921	gp_2	1.0	P23921
Q06093	Q12959	gp_2	1.0	P78352
Q9QAI7	P56962	gp_2	1.0	P56962
Q997F2	Q96C10	gp_2	1.0	Q96C10
P13285	Q96J02	gp_2	1.0	Q9H0M0
Q8AZJ3	P28799	gp_2	1.0	P28799
P17881	O95551	gp_2	1.0	O95551
P04485	Q9NZM5	gp_2	1.0	Q9NZM5
O92608	Q12899	gp_2	1.0	Q12899
A6YJF2	Q9P2Y5	gp_2	1.0	Q9P2Y5
Q9DHV5	P22362	gp_2	1.0	P22362
R9UQN1	P49796	gp_2	1.0	P49796
Q6VGV9	Q92830	gp_2	1.0	Q92831
Q80908	Q9Y2Y4	gp_2	1.0	Q9Y2Y4
P03519	Q9BUJ2	gp_2	1.0	Q1KMD3
B8ZX42	Q6NZI2	gp_2	1.0	Q6NZI2
P27313	Q9UER7	gp_2	1.0	Q9UER7
P06464	O75800	gp_2	1.0	O75800
Q69567	Q9P0U3	gp_2	1.0	Q9P0U3
P06921	Q15545	gp_2	1.0	Q15545
Q81013	Q96PU5	gp_2	1.0	Q96PU5
B4UPB1	Q96FJ2	gp_2	1.0	Q96FJ2
Q6H1D8	Q13363	gp_2	1.0	Q13363
F5HF68	Q14653	gp_2	1.0	Q14653
Q4VCP9	O00505	gp_2	1.0	A9QM74
P17382	Q9UBV2	gp_2	1.0	Q9UBV2
P88944	O96008	gp_2	1.0	O96008
O41956	Q15629	gp_2	1.0	Q15035
Q66674	Q14790	gp_2	1.0	Q14790
Q1HVH2	Q8N7W2	gp_2	1.0	Q8N7W2
Q3KSR7	Q02818	gp_2	1.0	P80303
E7BBT6	Q8TEY7	gp_2	1.0	Q9Y2K6
P0C729	Q08380	gp_2	1.0	Q08380
P88951	Q9UH99	gp_2	1.0	Q9UH99
J9Z5B4	Q08999	gp_2	1.0	P28749
P03255	Q92831	gp_2	1.0	Q92831
P06725	P41218	gp_2	1.0	P41218
P03209	P61956	gp_2	1.0	P61956
Q20MH0	P62244	gp_2	1.0	P62244
Q20MH4	P30049	gp_2	1.0	P30049
A0A5J6DVN3	Q16666	gp_2	1.0	Q16666
O41931	Q9H3P7	gp_2	1.0	Q9H3P7
Q808S4	O75928	gp_2	1.0	O75925
F5HIL1	P52435	gp_2	1.0	P52435
Q2RBU1	Q8WYN0	gp_2	1.0	Q9Y4P1
P06932	Q5TAP6	gp_2	1.0	Q5TAP6
P05133	O75928	gp_2	1.0	O75925
P16717	Q12959	gp_2	1.0	P78352
F5HH39	P30260	gp_2	1.0	P30260
P06789	P09914	gp_2	1.0	P09913
Q1K9H2	Q96DT6	gp_2	1.0	Q96DT6
P24933	P10144	gp_2	1.0	P23946
P03134	Q16637	gp_2	1.0	Q16637
P26672	Q9Y3B3	gp_2	1.0	Q9Y3Q3
P17367	Q8WUM4	gp_2	1.0	Q8WUM4
P03116	P61956	gp_2	1.0	P61956
Q6DP94	O14530	gp_2	1.0	O14530
D7GMA9	Q9UMX0	gp_2	1.0	Q9UMX0
Q69115	P63244	gp_2	1.0	P63244
A4ZNP8	O43719	gp_2	1.0	O43719
Q1HVG1	P19793	gp_2	1.0	P19793
P04020	Q04864	gp_2	1.0	Q04864
Q6JGG5	P20226	gp_2	1.0	P20226
B1N884	O15379	gp_2	1.0	O15379
Q98140	P30876	gp_2	1.0	P30876
P0C0U1	P21796	gp_2	1.0	P45880
Q1K9H5	Q14165	gp_2	1.0	Q14165
P03254	P20226	gp_2	1.0	P20226
F5HAW0	Q7L2H7	gp_2	1.0	Q7L2H7
Q8JSN8	Q86SZ2	gp_2	1.0	Q86SZ2
P36720	P15927	gp_2	1.0	Q13156
Q9WSZ6	Q9ULW3	gp_2	1.0	Q9ULW3
Q778F3	Q12959	gp_2	1.0	P78352
P11207	P52630	gp_2	1.0	Q14765
P03129	Q76N89	gp_2	1.0	Q9P2P5
Q84292	P13928	gp_2	1.0	P09525
Q25BW6	Q9UPY8	gp_2	1.0	Q15691
P03256	P10827	gp_2	1.0	P10827
A0A5J6DW48	Q16666	gp_2	1.0	Q16666
P0C6Z1	P33527	gp_2	1.0	O15438
P17387	Q9UL40	gp_2	1.0	Q9UL40
Q6QCN2	P29590	gp_2	1.0	P29590
P06827	P24278	gp_2	1.0	P24278
P07385	P55212	gp_2	1.0	P42574
P24772	O75113	gp_2	1.0	O75113
P03508	P55084	gp_2	1.0	P55084
P04288	P41240	gp_2	1.0	P41240
P24766	P02776	gp_2	1.0	P19876
Q98VM1	P08047	gp_2	1.0	Q02447
Q6SWA4	Q92993	gp_2	1.0	Q92993
P06788	O14957	gp_2	1.0	O14957
P03118	Q9BRH9	gp_2	1.0	Q96SE7
F5HEZ4	Q13158	gp_2	1.0	Q13158
Q2PJP1	O14530	gp_2	1.0	O14530
P03081	P49023	gp_2	1.0	P49023
P36827	P10909	gp_2	1.0	P10909
P03466	Q96CW1	gp_2	1.0	Q96CW1
V5KTU9	Q96J02	gp_2	1.0	Q9H0M0
Q8JL80	O60486	gp_2	1.0	O60486
P06486	Q9GZV8	gp_2	1.0	Q9GZV8
P03114	Q15645	gp_2	1.0	Q15645
P03232	Q9UBX5	gp_2	1.0	O95967
P04017	Q9UMX0	gp_2	1.0	Q9UMX0
P08362	P15529	gp_2	1.0	P15529
P88961	Q13546	gp_2	1.0	Q13546
O41957	Q7Z406	gp_2	1.0	Q7Z406
P30928	P63244	gp_2	1.0	P63244
Q76RF1	Q96J02	gp_2	1.0	Q9H0M0
P16727	Q07021	gp_2	1.0	Q07021
F5HCV3	P55854	gp_2	1.0	P61956
P0DOE7	P21796	gp_2	1.0	P45880
P88995	Q07817	gp_2	1.0	Q92843
Q04360	Q12800	gp_2	1.0	Q12800
P11298	O60885	gp_2	1.0	O60885
P03247	Q16611	gp_2	1.0	Q16611
Q1HVG0	O00268	gp_2	1.0	O00268
Q98822	Q8TDQ0	gp_2	1.0	Q8TDQ0
B4URF6	Q9H3K6	gp_2	1.0	Q9H3K6
P0C717	O96006	gp_2	1.0	O96006
O41949	Q7Z3S9	gp_2	1.0	Q7Z3S9
F5HDD0	P46108	gp_2	1.0	P46109
Q71BY8	Q13363	gp_2	1.0	Q13363
C6L852	P24941	gp_2	1.0	P24941
W5QKN2	Q16531	gp_2	1.0	Q16531
D3YPC5	Q9NZM5	gp_2	1.0	Q9NZM5
P36710	Q13323	gp_2	1.0	Q13323
Q77Q82	Q9UJU2	gp_2	1.0	Q9UJU2
P06430	Q9HB07	gp_2	1.0	Q9HB07
P03259	Q99966	gp_2	1.0	Q99966
P88997	Q9GZU2	gp_2	1.0	Q9GZU2
